"","modzcta","casecount","week_ending"
"928",10280,2,2020-09-19
"929",10282,3,2020-09-19
"930",10301,8,2020-09-19
"931",10302,5,2020-09-19
"932",10303,2,2020-09-19
"933",10304,15,2020-09-19
"934",10305,17,2020-09-19
"935",10306,19,2020-09-19
"936",10307,1,2020-09-19
"937",10308,10,2020-09-19
"938",10309,4,2020-09-19
"939",10310,11,2020-09-19
"940",10312,22,2020-09-19
"941",10314,30,2020-09-19
"942",10451,18,2020-09-19
"943",10452,27,2020-09-19
"944",10453,26,2020-09-19
"945",10454,8,2020-09-19
"946",10455,8,2020-09-19
"947",10456,17,2020-09-19
"948",10457,12,2020-09-19
"949",10458,39,2020-09-19
"950",10459,22,2020-09-19
"951",10460,15,2020-09-19
"952",10461,12,2020-09-19
"953",10462,24,2020-09-19
"954",10463,15,2020-09-19
"955",10464,0,2020-09-19
"956",10465,4,2020-09-19
"957",10466,12,2020-09-19
"958",10467,21,2020-09-19
"959",10468,30,2020-09-19
"960",10469,12,2020-09-19
"961",10470,5,2020-09-19
"962",10471,5,2020-09-19
"963",10472,14,2020-09-19
"964",10473,17,2020-09-19
"965",10474,3,2020-09-19
"966",10475,9,2020-09-19
"967",11004,6,2020-09-19
"968",11101,10,2020-09-19
"969",11102,8,2020-09-19
"970",11103,10,2020-09-19
"971",11104,4,2020-09-19
"972",11105,4,2020-09-19
"973",11106,19,2020-09-19
"974",11109,1,2020-09-19
"975",11201,22,2020-09-19
"976",11203,9,2020-09-19
"977",11204,51,2020-09-19
"978",11205,19,2020-09-19
"979",11206,33,2020-09-19
"980",11207,13,2020-09-19
"981",11208,10,2020-09-19
"982",11209,14,2020-09-19
"983",11210,45,2020-09-19
"984",11211,70,2020-09-19
"985",11212,8,2020-09-19
"986",11213,38,2020-09-19
"987",11214,24,2020-09-19
"988",11215,11,2020-09-19
"989",11216,7,2020-09-19
"990",11217,8,2020-09-19
"991",11218,43,2020-09-19
"992",11219,55,2020-09-19
"993",11220,12,2020-09-19
"994",11221,7,2020-09-19
"995",11222,22,2020-09-19
"996",11223,151,2020-09-19
"997",11224,9,2020-09-19
"998",11225,15,2020-09-19
"999",11226,22,2020-09-19
"1000",11228,12,2020-09-19
"1001",11229,60,2020-09-19
"1002",11230,105,2020-09-19
"1003",11231,4,2020-09-19
"1004",11232,10,2020-09-19
"1005",11233,10,2020-09-19
"1006",11234,35,2020-09-19
"1007",11235,37,2020-09-19
"1008",11236,13,2020-09-19
"1009",11237,9,2020-09-19
"1010",11238,18,2020-09-19
"1011",11239,0,2020-09-19
"1012",11354,9,2020-09-19
"1013",11355,13,2020-09-19
"1014",11356,8,2020-09-19
"1015",11357,4,2020-09-19
"1016",11358,4,2020-09-19
"1017",11360,6,2020-09-19
"1018",11361,0,2020-09-19
"1019",11362,6,2020-09-19
"1020",11363,1,2020-09-19
"1021",11364,1,2020-09-19
"1022",11365,13,2020-09-19
"1023",11366,8,2020-09-19
"1024",11367,22,2020-09-19
"1025",11368,18,2020-09-19
"1026",11369,14,2020-09-19
"1027",11370,4,2020-09-19
"1028",11372,11,2020-09-19
"1029",11373,30,2020-09-19
"1030",11374,26,2020-09-19
"1031",11375,27,2020-09-19
"1032",11377,8,2020-09-19
"1033",11378,7,2020-09-19
"1034",11379,17,2020-09-19
"1035",11385,16,2020-09-19
"1036",11411,4,2020-09-19
"1037",11412,6,2020-09-19
"1038",11413,5,2020-09-19
"1039",11414,20,2020-09-19
"1040",11415,14,2020-09-19
"1041",11416,8,2020-09-19
"1042",11417,8,2020-09-19
"1043",11418,8,2020-09-19
"1044",11419,6,2020-09-19
"1045",11420,7,2020-09-19
"1046",11421,9,2020-09-19
"1047",11422,6,2020-09-19
"1048",11423,9,2020-09-19
"1049",11426,8,2020-09-19
"1050",11427,6,2020-09-19
"1051",11428,2,2020-09-19
"1052",11429,4,2020-09-19
"1053",11432,44,2020-09-19
"1054",11433,14,2020-09-19
"1055",11434,7,2020-09-19
"1056",11435,24,2020-09-19
"1057",11436,2,2020-09-19
"1058",11691,70,2020-09-19
"1059",11692,2,2020-09-19
"1060",11693,2,2020-09-19
"1061",11694,1,2020-09-19
"1062",11697,3,2020-09-19
"1063",10001,3,2020-09-26
"1064",10002,19,2020-09-26
"1065",10003,32,2020-09-26
"1066",10004,4,2020-09-26
"1067",10005,3,2020-09-26
"1068",10006,2,2020-09-26
"1069",10007,3,2020-09-26
"1070",10009,19,2020-09-26
"1071",10010,6,2020-09-26
"1072",10011,17,2020-09-26
"1073",10012,15,2020-09-26
"1074",10013,11,2020-09-26
"1075",10014,16,2020-09-26
"1076",10016,26,2020-09-26
"1077",10017,7,2020-09-26
"1078",10018,6,2020-09-26
"1079",10019,19,2020-09-26
"1080",10021,10,2020-09-26
"1081",10022,4,2020-09-26
"1082",10023,29,2020-09-26
"1083",10024,18,2020-09-26
"1084",10025,29,2020-09-26
"1085",10026,13,2020-09-26
"1086",10027,16,2020-09-26
"1087",10028,10,2020-09-26
"1088",10029,17,2020-09-26
"1089",10030,4,2020-09-26
"1090",10031,13,2020-09-26
"1091",10032,13,2020-09-26
"1092",10033,21,2020-09-26
"1093",10034,9,2020-09-26
"1094",10035,2,2020-09-26
"1095",10036,17,2020-09-26
"1096",10037,3,2020-09-26
"1097",10038,13,2020-09-26
"1098",10039,6,2020-09-26
"1099",10040,12,2020-09-26
"1100",10044,3,2020-09-26
"1101",10065,15,2020-09-26
"1102",10069,2,2020-09-26
"1103",10075,8,2020-09-26
"1104",10128,11,2020-09-26
"1105",10280,4,2020-09-26
"1106",10282,2,2020-09-26
"1107",10301,15,2020-09-26
"1108",10302,5,2020-09-26
"1109",10303,9,2020-09-26
"1110",10304,11,2020-09-26
"1111",10305,21,2020-09-26
"1112",10306,32,2020-09-26
"1113",10307,8,2020-09-26
"1114",10308,16,2020-09-26
"1115",10309,15,2020-09-26
"1116",10310,14,2020-09-26
"1117",10312,26,2020-09-26
"1118",10314,39,2020-09-26
"1119",10451,11,2020-09-26
"1120",10452,31,2020-09-26
"1121",10453,23,2020-09-26
"1122",10454,2,2020-09-26
"1123",10455,17,2020-09-26
"1124",10456,28,2020-09-26
"1125",10457,13,2020-09-26
"1126",10458,34,2020-09-26
"1127",10459,16,2020-09-26
"1128",10460,22,2020-09-26
"1129",10461,19,2020-09-26
"1130",10462,36,2020-09-26
"1131",10463,22,2020-09-26
"1132",10464,1,2020-09-26
"1133",10465,9,2020-09-26
"1134",10466,12,2020-09-26
"1135",10467,36,2020-09-26
"1136",10468,54,2020-09-26
"1137",10469,15,2020-09-26
"1138",10470,5,2020-09-26
"1139",10471,6,2020-09-26
"1140",10472,21,2020-09-26
"1141",10473,18,2020-09-26
"1142",10474,1,2020-09-26
"1143",10475,17,2020-09-26
"1144",11004,1,2020-09-26
"1145",11101,16,2020-09-26
"1146",11102,13,2020-09-26
"1147",11103,14,2020-09-26
"1148",11104,4,2020-09-26
"1149",11105,5,2020-09-26
"1150",11106,11,2020-09-26
"1151",11109,3,2020-09-26
"1152",11201,20,2020-09-26
"1153",11203,22,2020-09-26
"1154",11204,101,2020-09-26
"1155",11205,28,2020-09-26
"1156",11206,38,2020-09-26
"1157",11207,30,2020-09-26
"1158",11208,26,2020-09-26
"1159",11209,26,2020-09-26
"1160",11210,101,2020-09-26
"1161",11211,85,2020-09-26
"1162",11212,28,2020-09-26
"1163",11213,41,2020-09-26
"1164",11214,17,2020-09-26
"1165",11215,4,2020-09-26
"1166",11216,14,2020-09-26
"1167",11217,9,2020-09-26
"1168",11218,44,2020-09-26
"1169",11219,113,2020-09-26
"1170",11220,12,2020-09-26
"1171",11221,23,2020-09-26
"1172",11222,23,2020-09-26
"1173",11223,155,2020-09-26
"1174",11224,7,2020-09-26
"1175",11225,18,2020-09-26
"1176",11226,23,2020-09-26
"1177",11228,13,2020-09-26
"1178",11229,97,2020-09-26
"1179",11230,167,2020-09-26
"1180",11231,7,2020-09-26
"1181",11232,2,2020-09-26
"1182",11233,25,2020-09-26
"1183",11234,55,2020-09-26
"1184",11235,73,2020-09-26
"1185",11236,17,2020-09-26
"1186",11237,30,2020-09-26
"1187",11238,19,2020-09-26
"1188",11239,1,2020-09-26
"1189",11354,12,2020-09-26
"1190",11355,13,2020-09-26
"1191",11356,7,2020-09-26
"1192",11357,3,2020-09-26
"1193",11358,13,2020-09-26
"1194",11360,1,2020-09-26
"1195",11361,6,2020-09-26
"1196",11362,3,2020-09-26
"1197",11363,0,2020-09-26
"1198",11364,5,2020-09-26
"1199",11365,17,2020-09-26
"1200",11366,8,2020-09-26
"1201",11367,40,2020-09-26
"1202",11368,32,2020-09-26
"1203",11369,14,2020-09-26
"1204",11370,6,2020-09-26
"1205",11372,13,2020-09-26
"1206",11373,34,2020-09-26
"1207",11374,35,2020-09-26
"1208",11375,34,2020-09-26
"1209",11377,23,2020-09-26
"1210",11378,11,2020-09-26
"1211",11379,10,2020-09-26
"1212",11385,20,2020-09-26
"1213",11411,7,2020-09-26
"1214",11412,4,2020-09-26
"1215",11413,4,2020-09-26
"1216",11414,21,2020-09-26
"1217",11415,12,2020-09-26
"1218",11416,10,2020-09-26
"1219",11417,7,2020-09-26
"1220",11418,11,2020-09-26
"1221",11419,8,2020-09-26
"1222",11420,13,2020-09-26
"1223",11421,18,2020-09-26
"1224",11422,4,2020-09-26
"1225",11423,10,2020-09-26
"1226",11426,4,2020-09-26
"1227",11427,6,2020-09-26
"1228",11428,1,2020-09-26
"1229",11429,3,2020-09-26
"1230",11432,32,2020-09-26
"1231",11433,10,2020-09-26
"1232",11434,13,2020-09-26
"1233",11435,16,2020-09-26
"1234",11436,5,2020-09-26
"1235",11691,72,2020-09-26
"1236",11692,4,2020-09-26
"1237",11693,1,2020-09-26
"1238",11694,5,2020-09-26
"1239",11697,0,2020-09-26
"1240",10001,8,2020-10-03
"1241",10002,15,2020-10-03
"1242",10003,31,2020-10-03
"1243",10004,1,2020-10-03
"1244",10005,3,2020-10-03
"1245",10006,2,2020-10-03
"1246",10007,2,2020-10-03
"1247",10009,11,2020-10-03
"1248",10010,13,2020-10-03
"1249",10011,17,2020-10-03
"1250",10012,14,2020-10-03
"1251",10013,11,2020-10-03
"1252",10014,17,2020-10-03
"1253",10016,24,2020-10-03
"1254",10017,5,2020-10-03
"1255",10018,6,2020-10-03
"1256",10019,13,2020-10-03
"1257",10021,9,2020-10-03
"1258",10022,6,2020-10-03
"1259",10023,20,2020-10-03
"1260",10024,17,2020-10-03
"1261",10025,30,2020-10-03
"1262",10026,13,2020-10-03
"1263",10027,11,2020-10-03
"1264",10028,21,2020-10-03
"1265",10029,19,2020-10-03
"1266",10030,14,2020-10-03
"1267",10031,27,2020-10-03
"1268",10032,39,2020-10-03
"1269",10033,26,2020-10-03
"1270",10034,6,2020-10-03
"1271",10035,16,2020-10-03
"1272",10036,6,2020-10-03
"1273",10037,4,2020-10-03
"1274",10038,7,2020-10-03
"1275",10039,11,2020-10-03
"1276",10040,24,2020-10-03
"1277",10044,1,2020-10-03
"1278",10065,9,2020-10-03
"1279",10069,2,2020-10-03
"1280",10075,13,2020-10-03
"1281",10128,13,2020-10-03
"1282",10280,3,2020-10-03
"1283",10282,1,2020-10-03
"1284",10301,24,2020-10-03
"1285",10302,8,2020-10-03
"1286",10303,4,2020-10-03
"1287",10304,22,2020-10-03
"1288",10305,14,2020-10-03
"1289",10306,13,2020-10-03
"1290",10307,19,2020-10-03
"1291",10308,22,2020-10-03
"1292",10309,22,2020-10-03
"1293",10310,25,2020-10-03
"1294",10312,35,2020-10-03
"1295",10314,40,2020-10-03
"1296",10451,20,2020-10-03
"1297",10452,33,2020-10-03
"1298",10453,38,2020-10-03
"1299",10454,3,2020-10-03
"1300",10455,14,2020-10-03
"1301",10456,22,2020-10-03
"1302",10457,18,2020-10-03
"1303",10458,21,2020-10-03
"1304",10459,15,2020-10-03
"1305",10460,15,2020-10-03
"1306",10461,22,2020-10-03
"1307",10462,24,2020-10-03
"1308",10463,23,2020-10-03
"1309",10464,2,2020-10-03
"1310",10465,27,2020-10-03
"1311",10466,21,2020-10-03
"1312",10467,35,2020-10-03
"1313",10468,30,2020-10-03
"1314",10469,20,2020-10-03
"1315",10470,9,2020-10-03
"1316",10471,7,2020-10-03
"1317",10472,19,2020-10-03
"1318",10473,16,2020-10-03
"1319",10474,2,2020-10-03
"1320",10475,7,2020-10-03
"1321",11004,2,2020-10-03
"1322",11101,15,2020-10-03
"1323",11102,30,2020-10-03
"1324",11103,17,2020-10-03
"1325",11104,6,2020-10-03
"1326",11105,12,2020-10-03
"1327",11106,12,2020-10-03
"1328",11109,1,2020-10-03
"1329",11201,12,2020-10-03
"1330",11203,16,2020-10-03
"1331",11204,87,2020-10-03
"1332",11205,19,2020-10-03
"1333",11206,39,2020-10-03
"1334",11207,32,2020-10-03
"1335",11208,39,2020-10-03
"1336",11209,27,2020-10-03
"1337",11210,120,2020-10-03
"1338",11211,100,2020-10-03
"1339",11212,24,2020-10-03
"1340",11213,37,2020-10-03
"1341",11214,29,2020-10-03
"1342",11215,10,2020-10-03
"1343",11216,21,2020-10-03
"1344",11217,19,2020-10-03
"1345",11218,76,2020-10-03
"1346",11219,152,2020-10-03
"1347",11220,39,2020-10-03
"1348",11221,29,2020-10-03
"1349",11222,12,2020-10-03
"1350",11223,189,2020-10-03
"1351",11224,19,2020-10-03
"1352",11225,31,2020-10-03
"1353",11226,33,2020-10-03
"1354",11228,21,2020-10-03
"1355",11229,106,2020-10-03
"1356",11230,223,2020-10-03
"1357",11231,9,2020-10-03
"1358",11232,6,2020-10-03
"1359",11233,26,2020-10-03
"1360",11234,72,2020-10-03
"1361",11235,68,2020-10-03
"1362",11236,26,2020-10-03
"1363",11237,24,2020-10-03
"1364",11238,16,2020-10-03
"1365",11239,3,2020-10-03
"1366",11354,23,2020-10-03
"1367",11355,15,2020-10-03
"1368",11356,4,2020-10-03
"1369",11357,10,2020-10-03
"1370",11358,6,2020-10-03
"1371",11360,4,2020-10-03
"1372",11361,10,2020-10-03
"1373",11362,3,2020-10-03
"1374",11363,0,2020-10-03
"1375",11364,12,2020-10-03
"1376",11365,16,2020-10-03
"1377",11366,8,2020-10-03
"1378",11367,53,2020-10-03
"1379",11368,33,2020-10-03
"1380",11369,10,2020-10-03
"1381",11370,13,2020-10-03
"1382",11372,28,2020-10-03
"1383",11373,32,2020-10-03
"1384",11374,37,2020-10-03
"1385",11375,39,2020-10-03
"1386",11377,37,2020-10-03
"1387",11378,6,2020-10-03
"1388",11379,14,2020-10-03
"1389",11385,47,2020-10-03
"1390",11411,2,2020-10-03
"1391",11412,8,2020-10-03
"1392",11413,18,2020-10-03
"1393",11414,13,2020-10-03
"1394",11415,26,2020-10-03
"1395",11416,14,2020-10-03
"1396",11417,16,2020-10-03
"1397",11418,16,2020-10-03
"1398",11419,9,2020-10-03
"1399",11420,23,2020-10-03
"1400",11421,8,2020-10-03
"1401",11422,2,2020-10-03
"1402",11423,25,2020-10-03
"1403",11426,9,2020-10-03
"1404",11427,10,2020-10-03
"1405",11428,5,2020-10-03
"1406",11429,11,2020-10-03
"1407",11432,48,2020-10-03
"1408",11433,15,2020-10-03
"1409",11434,11,2020-10-03
"1410",11435,33,2020-10-03
"1411",11436,6,2020-10-03
"1412",11691,115,2020-10-03
"1413",11692,5,2020-10-03
"1414",11693,6,2020-10-03
"1415",11694,9,2020-10-03
"1416",11697,0,2020-10-03
"1417",10001,9,2020-10-10
"1418",10002,27,2020-10-10
"1419",10003,16,2020-10-10
"1420",10004,3,2020-10-10
"1421",10005,7,2020-10-10
"1422",10006,1,2020-10-10
"1423",10007,4,2020-10-10
"1424",10009,16,2020-10-10
"1425",10010,12,2020-10-10
"1426",10011,15,2020-10-10
"1427",10012,16,2020-10-10
"1428",10013,4,2020-10-10
"1429",10014,14,2020-10-10
"1430",10016,26,2020-10-10
"1431",10017,4,2020-10-10
"1432",10018,5,2020-10-10
"1433",10019,11,2020-10-10
"1434",10021,11,2020-10-10
"1435",10022,5,2020-10-10
"1436",10023,13,2020-10-10
"1437",10024,10,2020-10-10
"1438",10025,20,2020-10-10
"1439",10026,10,2020-10-10
"1440",10027,18,2020-10-10
"1441",10028,11,2020-10-10
"1442",10029,23,2020-10-10
"1443",10030,6,2020-10-10
"1444",10031,28,2020-10-10
"1445",10032,13,2020-10-10
"1446",10033,34,2020-10-10
"1447",10034,22,2020-10-10
"1448",10035,10,2020-10-10
"1449",10036,9,2020-10-10
"1450",10037,5,2020-10-10
"1451",10038,13,2020-10-10
"1452",10039,4,2020-10-10
"1453",10040,22,2020-10-10
"1454",10044,2,2020-10-10
"1455",10065,7,2020-10-10
"1456",10069,0,2020-10-10
"1457",10075,8,2020-10-10
"1458",10128,20,2020-10-10
"1459",10280,1,2020-10-10
"1460",10282,1,2020-10-10
"1461",10301,17,2020-10-10
"1462",10302,6,2020-10-10
"1463",10303,9,2020-10-10
"1464",10304,21,2020-10-10
"1465",10305,27,2020-10-10
"1466",10306,42,2020-10-10
"1467",10307,17,2020-10-10
"1468",10308,8,2020-10-10
"1469",10309,23,2020-10-10
"1470",10310,12,2020-10-10
"1471",10312,30,2020-10-10
"1472",10314,63,2020-10-10
"1473",10451,18,2020-10-10
"1474",10452,36,2020-10-10
"1475",10453,42,2020-10-10
"1476",10454,3,2020-10-10
"1477",10455,18,2020-10-10
"1478",10456,22,2020-10-10
"1479",10457,33,2020-10-10
"1480",10458,26,2020-10-10
"1481",10459,17,2020-10-10
"1482",10460,22,2020-10-10
"1483",10461,19,2020-10-10
"1484",10462,25,2020-10-10
"1485",10463,21,2020-10-10
"1486",10464,2,2020-10-10
"1487",10465,17,2020-10-10
"1488",10466,20,2020-10-10
"1489",10467,35,2020-10-10
"1490",10468,35,2020-10-10
"1491",10469,33,2020-10-10
"1492",10470,5,2020-10-10
"1493",10471,15,2020-10-10
"1494",10472,27,2020-10-10
"1495",10473,33,2020-10-10
"1496",10474,3,2020-10-10
"1497",10475,17,2020-10-10
"1498",11004,7,2020-10-10
"1499",11101,14,2020-10-10
"1500",11102,28,2020-10-10
"1501",11103,18,2020-10-10
"1502",11104,4,2020-10-10
"1503",11105,22,2020-10-10
"1504",11106,24,2020-10-10
"1505",11109,1,2020-10-10
"1506",11201,12,2020-10-10
"1507",11203,24,2020-10-10
"1508",11204,93,2020-10-10
"1509",11205,20,2020-10-10
"1510",11206,39,2020-10-10
"1511",11207,37,2020-10-10
"1512",11208,51,2020-10-10
"1513",11209,33,2020-10-10
"1514",11210,120,2020-10-10
"1515",11211,73,2020-10-10
"1516",11212,22,2020-10-10
"1517",11213,30,2020-10-10
"1518",11214,45,2020-10-10
"1519",11215,28,2020-10-10
"1520",11216,26,2020-10-10
"1521",11217,16,2020-10-10
"1522",11218,72,2020-10-10
"1523",11219,140,2020-10-10
"1524",11220,43,2020-10-10
"1525",11221,12,2020-10-10
"1526",11222,15,2020-10-10
"1527",11223,120,2020-10-10
"1528",11224,44,2020-10-10
"1529",11225,12,2020-10-10
"1530",11226,27,2020-10-10
"1531",11228,16,2020-10-10
"1532",11229,100,2020-10-10
"1533",11230,175,2020-10-10
"1534",11231,8,2020-10-10
"1535",11232,18,2020-10-10
"1536",11233,13,2020-10-10
"1537",11234,56,2020-10-10
"1538",11235,69,2020-10-10
"1539",11236,37,2020-10-10
"1540",11237,27,2020-10-10
"1541",11238,14,2020-10-10
"1542",11239,9,2020-10-10
"1543",11354,12,2020-10-10
"1544",11355,12,2020-10-10
"1545",11356,12,2020-10-10
"1546",11357,18,2020-10-10
"1547",11358,13,2020-10-10
"1548",11360,5,2020-10-10
"1549",11361,11,2020-10-10
"1550",11362,8,2020-10-10
"1551",11363,1,2020-10-10
"1552",11364,18,2020-10-10
"1553",11365,10,2020-10-10
"1554",11366,5,2020-10-10
"1555",11367,46,2020-10-10
"1556",11368,37,2020-10-10
"1557",11369,10,2020-10-10
"1558",11370,15,2020-10-10
"1559",11372,39,2020-10-10
"1560",11373,53,2020-10-10
"1561",11374,32,2020-10-10
"1562",11375,45,2020-10-10
"1563",11377,39,2020-10-10
"1564",11378,10,2020-10-10
"1565",11379,17,2020-10-10
"1566",11385,31,2020-10-10
"1567",11411,8,2020-10-10
"1568",11412,12,2020-10-10
"1569",11413,17,2020-10-10
"1570",11414,13,2020-10-10
"1571",11415,16,2020-10-10
"1572",11416,27,2020-10-10
"1573",11417,7,2020-10-10
"1574",11418,13,2020-10-10
"1575",11419,26,2020-10-10
"1576",11420,21,2020-10-10
"1577",11421,15,2020-10-10
"1578",11422,3,2020-10-10
"1579",11423,13,2020-10-10
"1580",11426,8,2020-10-10
"1581",11427,7,2020-10-10
"1582",11428,6,2020-10-10
"1583",11429,9,2020-10-10
"1584",11432,44,2020-10-10
"1585",11433,13,2020-10-10
"1586",11434,17,2020-10-10
"1587",11435,40,2020-10-10
"1588",11436,6,2020-10-10
"1589",11691,82,2020-10-10
"1590",11692,11,2020-10-10
"1591",11693,1,2020-10-10
"1592",11694,5,2020-10-10
"1593",11697,0,2020-10-10
