"","modzcta","casecount","week_ending"
"1660",10461,19,2020-10-10
"1661",10462,25,2020-10-10
"1662",10463,21,2020-10-10
"1663",10464,2,2020-10-10
"1664",10465,17,2020-10-10
"1665",10466,20,2020-10-10
"1666",10467,35,2020-10-10
"1667",10468,35,2020-10-10
"1668",10469,33,2020-10-10
"1669",10470,5,2020-10-10
"1670",10471,15,2020-10-10
"1671",10472,27,2020-10-10
"1672",10473,33,2020-10-10
"1673",10474,3,2020-10-10
"1674",10475,17,2020-10-10
"1675",11004,7,2020-10-10
"1676",11101,14,2020-10-10
"1677",11102,28,2020-10-10
"1678",11103,18,2020-10-10
"1679",11104,4,2020-10-10
"1680",11105,22,2020-10-10
"1681",11106,24,2020-10-10
"1682",11109,1,2020-10-10
"1683",11201,12,2020-10-10
"1684",11203,24,2020-10-10
"1685",11204,93,2020-10-10
"1686",11205,20,2020-10-10
"1687",11206,39,2020-10-10
"1688",11207,37,2020-10-10
"1689",11208,51,2020-10-10
"1690",11209,33,2020-10-10
"1691",11210,120,2020-10-10
"1692",11211,73,2020-10-10
"1693",11212,22,2020-10-10
"1694",11213,30,2020-10-10
"1695",11214,45,2020-10-10
"1696",11215,28,2020-10-10
"1697",11216,26,2020-10-10
"1698",11217,16,2020-10-10
"1699",11218,72,2020-10-10
"1700",11219,140,2020-10-10
"1701",11220,43,2020-10-10
"1702",11221,12,2020-10-10
"1703",11222,15,2020-10-10
"1704",11223,120,2020-10-10
"1705",11224,44,2020-10-10
"1706",11225,12,2020-10-10
"1707",11226,27,2020-10-10
"1708",11228,16,2020-10-10
"1709",11229,100,2020-10-10
"1710",11230,175,2020-10-10
"1711",11231,8,2020-10-10
"1712",11232,18,2020-10-10
"1713",11233,13,2020-10-10
"1714",11234,56,2020-10-10
"1715",11235,69,2020-10-10
"1716",11236,37,2020-10-10
"1717",11237,27,2020-10-10
"1718",11238,14,2020-10-10
"1719",11239,9,2020-10-10
"1720",11354,12,2020-10-10
"1721",11355,12,2020-10-10
"1722",11356,12,2020-10-10
"1723",11357,18,2020-10-10
"1724",11358,13,2020-10-10
"1725",11360,5,2020-10-10
"1726",11361,11,2020-10-10
"1727",11362,8,2020-10-10
"1728",11363,1,2020-10-10
"1729",11364,18,2020-10-10
"1730",11365,10,2020-10-10
"1731",11366,5,2020-10-10
"1732",11367,46,2020-10-10
"1733",11368,37,2020-10-10
"1734",11369,10,2020-10-10
"1735",11370,15,2020-10-10
"1736",11372,39,2020-10-10
"1737",11373,53,2020-10-10
"1738",11374,32,2020-10-10
"1739",11375,45,2020-10-10
"1740",11377,39,2020-10-10
"1741",11378,10,2020-10-10
"1742",11379,17,2020-10-10
"1743",11385,31,2020-10-10
"1744",11411,8,2020-10-10
"1745",11412,12,2020-10-10
"1746",11413,17,2020-10-10
"1747",11414,13,2020-10-10
"1748",11415,16,2020-10-10
"1749",11416,27,2020-10-10
"1750",11417,7,2020-10-10
"1751",11418,13,2020-10-10
"1752",11419,26,2020-10-10
"1753",11420,21,2020-10-10
"1754",11421,15,2020-10-10
"1755",11422,3,2020-10-10
"1756",11423,13,2020-10-10
"1757",11426,8,2020-10-10
"1758",11427,7,2020-10-10
"1759",11428,6,2020-10-10
"1760",11429,9,2020-10-10
"1761",11432,44,2020-10-10
"1762",11433,13,2020-10-10
"1763",11434,17,2020-10-10
"1764",11435,40,2020-10-10
"1765",11436,6,2020-10-10
"1766",11691,82,2020-10-10
"1767",11692,11,2020-10-10
"1768",11693,1,2020-10-10
"1769",11694,5,2020-10-10
"1770",11697,0,2020-10-10
