"","modzcta","week_ending","testcount"
"930",10301,2020-09-12,1278
"931",10302,2020-09-12,489
"932",10303,2020-09-12,668
"933",10304,2020-09-12,1086
"934",10305,2020-09-12,917
"935",10306,2020-09-12,1317
"936",10307,2020-09-12,294
"937",10308,2020-09-12,637
"938",10309,2020-09-12,751
"939",10310,2020-09-12,658
"940",10312,2020-09-12,1315
"941",10314,2020-09-12,2943
"942",10451,2020-09-12,918
"943",10452,2020-09-12,1499
"944",10453,2020-09-12,1533
"945",10454,2020-09-12,643
"946",10455,2020-09-12,782
"947",10456,2020-09-12,1997
"948",10457,2020-09-12,1314
"949",10458,2020-09-12,1550
"950",10459,2020-09-12,1061
"951",10460,2020-09-12,1091
"952",10461,2020-09-12,1146
"953",10462,2020-09-12,1621
"954",10463,2020-09-12,2237
"955",10464,2020-09-12,85
"956",10465,2020-09-12,1232
"957",10466,2020-09-12,1974
"958",10467,2020-09-12,2748
"959",10468,2020-09-12,1668
"960",10469,2020-09-12,2752
"961",10470,2020-09-12,390
"962",10471,2020-09-12,871
"963",10472,2020-09-12,1419
"964",10473,2020-09-12,1231
"965",10474,2020-09-12,211
"966",10475,2020-09-12,1375
"967",11004,2020-09-12,1000
"968",11101,2020-09-12,878
"969",11102,2020-09-12,1020
"970",11103,2020-09-12,893
"971",11104,2020-09-12,631
"972",11105,2020-09-12,857
"973",11106,2020-09-12,863
"974",11109,2020-09-12,155
"975",11201,2020-09-12,2196
"976",11203,2020-09-12,1844
"977",11204,2020-09-12,1083
"978",11205,2020-09-12,947
"979",11206,2020-09-12,1608
"980",11207,2020-09-12,1976
"981",11208,2020-09-12,1809
"982",11209,2020-09-12,1449
"983",11210,2020-09-12,1298
"984",11211,2020-09-12,2575
"985",11212,2020-09-12,1910
"986",11213,2020-09-12,1645
"987",11214,2020-09-12,1519
"988",11215,2020-09-12,1884
"989",11216,2020-09-12,1422
"990",11217,2020-09-12,1333
"991",11218,2020-09-12,1595
"992",11219,2020-09-12,1350
"993",11220,2020-09-12,1426
"994",11221,2020-09-12,1804
"995",11222,2020-09-12,1212
"996",11223,2020-09-12,1805
"997",11224,2020-09-12,1088
"998",11225,2020-09-12,1407
"999",11226,2020-09-12,2374
"1000",11228,2020-09-12,802
"1001",11229,2020-09-12,1597
"1002",11230,2020-09-12,2096
"1003",11231,2020-09-12,1111
"1004",11232,2020-09-12,627
"1005",11233,2020-09-12,1355
"1006",11234,2020-09-12,1918
"1007",11235,2020-09-12,1826
"1008",11236,2020-09-12,2612
"1009",11237,2020-09-12,1009
"1010",11238,2020-09-12,1779
"1011",11239,2020-09-12,279
"1012",11354,2020-09-12,1421
"1013",11355,2020-09-12,1470
"1014",11356,2020-09-12,389
"1015",11357,2020-09-12,988
"1016",11358,2020-09-12,777
"1017",11360,2020-09-12,421
"1018",11361,2020-09-12,734
"1019",11362,2020-09-12,351
"1020",11363,2020-09-12,153
"1021",11364,2020-09-12,636
"1022",11365,2020-09-12,924
"1023",11366,2020-09-12,291
"1024",11367,2020-09-12,740
"1025",11368,2020-09-12,1935
"1026",11369,2020-09-12,757
"1027",11370,2020-09-12,630
"1028",11372,2020-09-12,1402
"1029",11373,2020-09-12,1817
"1030",11374,2020-09-12,907
"1031",11375,2020-09-12,1559
"1032",11377,2020-09-12,1989
"1033",11378,2020-09-12,833
"1034",11379,2020-09-12,1003
"1035",11385,2020-09-12,1720
"1036",11411,2020-09-12,454
"1037",11412,2020-09-12,880
"1038",11413,2020-09-12,885
"1039",11414,2020-09-12,493
"1040",11415,2020-09-12,487
"1041",11416,2020-09-12,400
"1042",11417,2020-09-12,605
"1043",11418,2020-09-12,673
"1044",11419,2020-09-12,704
"1045",11420,2020-09-12,771
"1046",11421,2020-09-12,619
"1047",11422,2020-09-12,765
"1048",11423,2020-09-12,760
"1049",11426,2020-09-12,385
"1050",11427,2020-09-12,532
"1051",11428,2020-09-12,386
"1052",11429,2020-09-12,681
"1053",11432,2020-09-12,1100
"1054",11433,2020-09-12,760
"1055",11434,2020-09-12,1731
"1056",11435,2020-09-12,1208
"1057",11436,2020-09-12,385
"1058",11691,2020-09-12,2090
"1059",11692,2020-09-12,632
"1060",11693,2020-09-12,289
"1061",11694,2020-09-12,450
"1062",11697,2020-09-12,103
"1063",10001,2020-09-19,742
"1064",10002,2020-09-19,2143
"1065",10003,2020-09-19,4533
"1066",10004,2020-09-19,109
"1067",10005,2020-09-19,304
"1068",10006,2020-09-19,107
"1069",10007,2020-09-19,234
"1070",10009,2020-09-19,2198
"1071",10010,2020-09-19,1575
"1072",10011,2020-09-19,2227
"1073",10012,2020-09-19,1309
"1074",10013,2020-09-19,1368
"1075",10014,2020-09-19,1437
"1076",10016,2020-09-19,1852
"1077",10017,2020-09-19,508
"1078",10018,2020-09-19,280
"1079",10019,2020-09-19,1496
"1080",10021,2020-09-19,1840
"1081",10022,2020-09-19,1042
"1082",10023,2020-09-19,1897
"1083",10024,2020-09-19,2389
"1084",10025,2020-09-19,4778
"1085",10026,2020-09-19,1037
"1086",10027,2020-09-19,2146
"1087",10028,2020-09-19,1460
"1088",10029,2020-09-19,2244
"1089",10030,2020-09-19,718
"1090",10031,2020-09-19,1390
"1091",10032,2020-09-19,1357
"1092",10033,2020-09-19,1318
"1093",10034,2020-09-19,884
"1094",10035,2020-09-19,995
"1095",10036,2020-09-19,1014
"1096",10037,2020-09-19,570
"1097",10038,2020-09-19,894
"1098",10039,2020-09-19,568
"1099",10040,2020-09-19,1635
"1100",10044,2020-09-19,609
"1101",10065,2020-09-19,1266
"1102",10069,2020-09-19,163
"1103",10075,2020-09-19,915
"1104",10128,2020-09-19,1984
"1105",10280,2020-09-19,215
"1106",10282,2020-09-19,125
"1107",10301,2020-09-19,1352
"1108",10302,2020-09-19,401
"1109",10303,2020-09-19,673
"1110",10304,2020-09-19,1167
"1111",10305,2020-09-19,991
"1112",10306,2020-09-19,1373
"1113",10307,2020-09-19,277
"1114",10308,2020-09-19,590
"1115",10309,2020-09-19,698
"1116",10310,2020-09-19,579
"1117",10312,2020-09-19,1324
"1118",10314,2020-09-19,2894
"1119",10451,2020-09-19,1076
"1120",10452,2020-09-19,1609
"1121",10453,2020-09-19,1559
"1122",10454,2020-09-19,848
"1123",10455,2020-09-19,816
"1124",10456,2020-09-19,2086
"1125",10457,2020-09-19,1521
"1126",10458,2020-09-19,1964
"1127",10459,2020-09-19,1185
"1128",10460,2020-09-19,1153
"1129",10461,2020-09-19,1186
"1130",10462,2020-09-19,1716
"1131",10463,2020-09-19,2496
"1132",10464,2020-09-19,121
"1133",10465,2020-09-19,1264
"1134",10466,2020-09-19,2070
"1135",10467,2020-09-19,2845
"1136",10468,2020-09-19,1760
"1137",10469,2020-09-19,2737
"1138",10470,2020-09-19,380
"1139",10471,2020-09-19,1064
"1140",10472,2020-09-19,1364
"1141",10473,2020-09-19,1269
"1142",10474,2020-09-19,229
"1143",10475,2020-09-19,1399
"1144",11004,2020-09-19,1133
"1145",11101,2020-09-19,989
"1146",11102,2020-09-19,1084
"1147",11103,2020-09-19,990
"1148",11104,2020-09-19,721
"1149",11105,2020-09-19,836
"1150",11106,2020-09-19,995
"1151",11109,2020-09-19,170
"1152",11201,2020-09-19,2509
"1153",11203,2020-09-19,1803
"1154",11204,2020-09-19,1046
"1155",11205,2020-09-19,1074
"1156",11206,2020-09-19,1852
"1157",11207,2020-09-19,2232
"1158",11208,2020-09-19,1727
"1159",11209,2020-09-19,1420
"1160",11210,2020-09-19,1345
"1161",11211,2020-09-19,2895
"1162",11212,2020-09-19,1890
"1163",11213,2020-09-19,1845
"1164",11214,2020-09-19,1777
"1165",11215,2020-09-19,2167
"1166",11216,2020-09-19,1661
"1167",11217,2020-09-19,1579
"1168",11218,2020-09-19,1752
"1169",11219,2020-09-19,1475
"1170",11220,2020-09-19,1465
"1171",11221,2020-09-19,1965
"1172",11222,2020-09-19,1436
"1173",11223,2020-09-19,2318
"1174",11224,2020-09-19,1098
"1175",11225,2020-09-19,1665
"1176",11226,2020-09-19,2581
"1177",11228,2020-09-19,828
"1178",11229,2020-09-19,1779
"1179",11230,2020-09-19,2434
"1180",11231,2020-09-19,1183
"1181",11232,2020-09-19,640
"1182",11233,2020-09-19,1533
"1183",11234,2020-09-19,1917
"1184",11235,2020-09-19,1951
"1185",11236,2020-09-19,2686
"1186",11237,2020-09-19,1144
"1187",11238,2020-09-19,2092
"1188",11239,2020-09-19,341
"1189",11354,2020-09-19,1627
"1190",11355,2020-09-19,1405
"1191",11356,2020-09-19,487
"1192",11357,2020-09-19,906
"1193",11358,2020-09-19,708
"1194",11360,2020-09-19,402
"1195",11361,2020-09-19,615
"1196",11362,2020-09-19,337
"1197",11363,2020-09-19,146
"1198",11364,2020-09-19,665
"1199",11365,2020-09-19,896
"1200",11366,2020-09-19,304
"1201",11367,2020-09-19,864
"1202",11368,2020-09-19,1985
"1203",11369,2020-09-19,786
"1204",11370,2020-09-19,686
"1205",11372,2020-09-19,1371
"1206",11373,2020-09-19,1946
"1207",11374,2020-09-19,923
"1208",11375,2020-09-19,1718
"1209",11377,2020-09-19,2035
"1210",11378,2020-09-19,769
"1211",11379,2020-09-19,999
"1212",11385,2020-09-19,1796
"1213",11411,2020-09-19,476
"1214",11412,2020-09-19,907
"1215",11413,2020-09-19,921
"1216",11414,2020-09-19,538
"1217",11415,2020-09-19,468
"1218",11416,2020-09-19,418
"1219",11417,2020-09-19,600
"1220",11418,2020-09-19,699
"1221",11419,2020-09-19,788
"1222",11420,2020-09-19,771
"1223",11421,2020-09-19,588
"1224",11422,2020-09-19,756
"1225",11423,2020-09-19,757
"1226",11426,2020-09-19,403
"1227",11427,2020-09-19,537
"1228",11428,2020-09-19,406
"1229",11429,2020-09-19,738
"1230",11432,2020-09-19,1279
"1231",11433,2020-09-19,663
"1232",11434,2020-09-19,1760
"1233",11435,2020-09-19,1221
"1234",11436,2020-09-19,384
"1235",11691,2020-09-19,2361
"1236",11692,2020-09-19,746
"1237",11693,2020-09-19,269
"1238",11694,2020-09-19,561
"1239",11697,2020-09-19,93
"1240",10001,2020-09-26,721
"1241",10002,2020-09-26,2150
"1242",10003,2020-09-26,4397
"1243",10004,2020-09-26,115
"1244",10005,2020-09-26,264
"1245",10006,2020-09-26,87
"1246",10007,2020-09-26,261
"1247",10009,2020-09-26,2430
"1248",10010,2020-09-26,1704
"1249",10011,2020-09-26,2161
"1250",10012,2020-09-26,1303
"1251",10013,2020-09-26,1195
"1252",10014,2020-09-26,1417
"1253",10016,2020-09-26,1944
"1254",10017,2020-09-26,474
"1255",10018,2020-09-26,236
"1256",10019,2020-09-26,1550
"1257",10021,2020-09-26,1700
"1258",10022,2020-09-26,975
"1259",10023,2020-09-26,1859
"1260",10024,2020-09-26,2406
"1261",10025,2020-09-26,4638
"1262",10026,2020-09-26,1029
"1263",10027,2020-09-26,2133
"1264",10028,2020-09-26,1458
"1265",10029,2020-09-26,2229
"1266",10030,2020-09-26,741
"1267",10031,2020-09-26,1358
"1268",10032,2020-09-26,1393
"1269",10033,2020-09-26,1423
"1270",10034,2020-09-26,872
"1271",10035,2020-09-26,1043
"1272",10036,2020-09-26,946
"1273",10037,2020-09-26,529
"1274",10038,2020-09-26,716
"1275",10039,2020-09-26,580
"1276",10040,2020-09-26,1678
"1277",10044,2020-09-26,580
"1278",10065,2020-09-26,1142
"1279",10069,2020-09-26,175
"1280",10075,2020-09-26,898
"1281",10128,2020-09-26,1954
"1282",10280,2020-09-26,237
"1283",10282,2020-09-26,134
"1284",10301,2020-09-26,1429
"1285",10302,2020-09-26,459
"1286",10303,2020-09-26,702
"1287",10304,2020-09-26,1125
"1288",10305,2020-09-26,1002
"1289",10306,2020-09-26,1617
"1290",10307,2020-09-26,330
"1291",10308,2020-09-26,598
"1292",10309,2020-09-26,739
"1293",10310,2020-09-26,651
"1294",10312,2020-09-26,1406
"1295",10314,2020-09-26,3074
"1296",10451,2020-09-26,1063
"1297",10452,2020-09-26,1515
"1298",10453,2020-09-26,1577
"1299",10454,2020-09-26,751
"1300",10455,2020-09-26,824
"1301",10456,2020-09-26,1947
"1302",10457,2020-09-26,1446
"1303",10458,2020-09-26,1888
"1304",10459,2020-09-26,1216
"1305",10460,2020-09-26,1122
"1306",10461,2020-09-26,1181
"1307",10462,2020-09-26,1668
"1308",10463,2020-09-26,2371
"1309",10464,2020-09-26,110
"1310",10465,2020-09-26,1246
"1311",10466,2020-09-26,2125
"1312",10467,2020-09-26,2936
"1313",10468,2020-09-26,1802
"1314",10469,2020-09-26,2835
"1315",10470,2020-09-26,364
"1316",10471,2020-09-26,1108
"1317",10472,2020-09-26,1198
"1318",10473,2020-09-26,1394
"1319",10474,2020-09-26,183
"1320",10475,2020-09-26,1391
"1321",11004,2020-09-26,1110
"1322",11101,2020-09-26,1042
"1323",11102,2020-09-26,1171
"1324",11103,2020-09-26,1064
"1325",11104,2020-09-26,714
"1326",11105,2020-09-26,948
"1327",11106,2020-09-26,1049
"1328",11109,2020-09-26,204
"1329",11201,2020-09-26,2909
"1330",11203,2020-09-26,2080
"1331",11204,2020-09-26,1157
"1332",11205,2020-09-26,1115
"1333",11206,2020-09-26,1924
"1334",11207,2020-09-26,2211
"1335",11208,2020-09-26,1719
"1336",11209,2020-09-26,1535
"1337",11210,2020-09-26,1426
"1338",11211,2020-09-26,3171
"1339",11212,2020-09-26,1744
"1340",11213,2020-09-26,1696
"1341",11214,2020-09-26,1702
"1342",11215,2020-09-26,2401
"1343",11216,2020-09-26,1775
"1344",11217,2020-09-26,1638
"1345",11218,2020-09-26,1849
"1346",11219,2020-09-26,1507
"1347",11220,2020-09-26,1510
"1348",11221,2020-09-26,2070
"1349",11222,2020-09-26,1563
"1350",11223,2020-09-26,2257
"1351",11224,2020-09-26,1176
"1352",11225,2020-09-26,1624
"1353",11226,2020-09-26,2665
"1354",11228,2020-09-26,908
"1355",11229,2020-09-26,1944
"1356",11230,2020-09-26,2310
"1357",11231,2020-09-26,1177
"1358",11232,2020-09-26,644
"1359",11233,2020-09-26,1559
"1360",11234,2020-09-26,1963
"1361",11235,2020-09-26,1978
"1362",11236,2020-09-26,2873
"1363",11237,2020-09-26,1193
"1364",11238,2020-09-26,2075
"1365",11239,2020-09-26,288
"1366",11354,2020-09-26,1753
"1367",11355,2020-09-26,1436
"1368",11356,2020-09-26,417
"1369",11357,2020-09-26,1015
"1370",11358,2020-09-26,691
"1371",11360,2020-09-26,431
"1372",11361,2020-09-26,663
"1373",11362,2020-09-26,372
"1374",11363,2020-09-26,133
"1375",11364,2020-09-26,599
"1376",11365,2020-09-26,824
"1377",11366,2020-09-26,320
"1378",11367,2020-09-26,836
"1379",11368,2020-09-26,1934
"1380",11369,2020-09-26,860
"1381",11370,2020-09-26,592
"1382",11372,2020-09-26,1509
"1383",11373,2020-09-26,2121
"1384",11374,2020-09-26,980
"1385",11375,2020-09-26,1689
"1386",11377,2020-09-26,2212
"1387",11378,2020-09-26,781
"1388",11379,2020-09-26,1011
"1389",11385,2020-09-26,1940
"1390",11411,2020-09-26,467
"1391",11412,2020-09-26,869
"1392",11413,2020-09-26,909
"1393",11414,2020-09-26,637
"1394",11415,2020-09-26,519
"1395",11416,2020-09-26,518
"1396",11417,2020-09-26,655
"1397",11418,2020-09-26,654
"1398",11419,2020-09-26,773
"1399",11420,2020-09-26,859
"1400",11421,2020-09-26,678
"1401",11422,2020-09-26,752
"1402",11423,2020-09-26,768
"1403",11426,2020-09-26,411
"1404",11427,2020-09-26,555
"1405",11428,2020-09-26,388
"1406",11429,2020-09-26,705
"1407",11432,2020-09-26,1384
"1408",11433,2020-09-26,721
"1409",11434,2020-09-26,1820
"1410",11435,2020-09-26,1135
"1411",11436,2020-09-26,354
"1412",11691,2020-09-26,2379
"1413",11692,2020-09-26,699
"1414",11693,2020-09-26,293
"1415",11694,2020-09-26,485
"1416",11697,2020-09-26,98
"1417",10001,2020-10-03,826
"1418",10002,2020-10-03,2111
"1419",10003,2020-10-03,2434
"1420",10004,2020-10-03,116
"1421",10005,2020-10-03,290
"1422",10006,2020-10-03,121
"1423",10007,2020-10-03,287
"1424",10009,2020-10-03,1935
"1425",10010,2020-10-03,1569
"1426",10011,2020-10-03,2192
"1427",10012,2020-10-03,961
"1428",10013,2020-10-03,1096
"1429",10014,2020-10-03,1325
"1430",10016,2020-10-03,2004
"1431",10017,2020-10-03,488
"1432",10018,2020-10-03,274
"1433",10019,2020-10-03,1487
"1434",10021,2020-10-03,1854
"1435",10022,2020-10-03,1058
"1436",10023,2020-10-03,2073
"1437",10024,2020-10-03,2782
"1438",10025,2020-10-03,5297
"1439",10026,2020-10-03,1147
"1440",10027,2020-10-03,2452
"1441",10028,2020-10-03,1671
"1442",10029,2020-10-03,2375
"1443",10030,2020-10-03,796
"1444",10031,2020-10-03,1512
"1445",10032,2020-10-03,1652
"1446",10033,2020-10-03,1515
"1447",10034,2020-10-03,935
"1448",10035,2020-10-03,1050
"1449",10036,2020-10-03,1022
"1450",10037,2020-10-03,592
"1451",10038,2020-10-03,652
"1452",10039,2020-10-03,578
"1453",10040,2020-10-03,1331
"1454",10044,2020-10-03,585
"1455",10065,2020-10-03,1317
"1456",10069,2020-10-03,212
"1457",10075,2020-10-03,1011
"1458",10128,2020-10-03,2180
"1459",10280,2020-10-03,232
"1460",10282,2020-10-03,178
"1461",10301,2020-10-03,1313
"1462",10302,2020-10-03,475
"1463",10303,2020-10-03,740
"1464",10304,2020-10-03,1357
"1465",10305,2020-10-03,1078
"1466",10306,2020-10-03,1709
"1467",10307,2020-10-03,356
"1468",10308,2020-10-03,656
"1469",10309,2020-10-03,829
"1470",10310,2020-10-03,713
"1471",10312,2020-10-03,1446
"1472",10314,2020-10-03,3269
"1473",10451,2020-10-03,1102
"1474",10452,2020-10-03,1580
"1475",10453,2020-10-03,1509
"1476",10454,2020-10-03,752
"1477",10455,2020-10-03,736
"1478",10456,2020-10-03,2180
"1479",10457,2020-10-03,1386
"1480",10458,2020-10-03,1583
"1481",10459,2020-10-03,1216
"1482",10460,2020-10-03,1111
"1483",10461,2020-10-03,1212
"1484",10462,2020-10-03,1725
"1485",10463,2020-10-03,2551
"1486",10464,2020-10-03,102
"1487",10465,2020-10-03,1218
"1488",10466,2020-10-03,1932
"1489",10467,2020-10-03,3042
"1490",10468,2020-10-03,1761
"1491",10469,2020-10-03,2776
"1492",10470,2020-10-03,373
"1493",10471,2020-10-03,901
"1494",10472,2020-10-03,1229
"1495",10473,2020-10-03,1189
"1496",10474,2020-10-03,190
"1497",10475,2020-10-03,1347
"1498",11004,2020-10-03,1116
"1499",11101,2020-10-03,981
"1500",11102,2020-10-03,1250
"1501",11103,2020-10-03,1122
"1502",11104,2020-10-03,748
"1503",11105,2020-10-03,1038
"1504",11106,2020-10-03,1112
"1505",11109,2020-10-03,203
"1506",11201,2020-10-03,2976
"1507",11203,2020-10-03,2017
"1508",11204,2020-10-03,1363
"1509",11205,2020-10-03,1432
"1510",11206,2020-10-03,2267
"1511",11207,2020-10-03,2263
"1512",11208,2020-10-03,1726
"1513",11209,2020-10-03,1725
"1514",11210,2020-10-03,1519
"1515",11211,2020-10-03,3523
"1516",11212,2020-10-03,1912
"1517",11213,2020-10-03,1643
"1518",11214,2020-10-03,1836
"1519",11215,2020-10-03,2605
"1520",11216,2020-10-03,1813
"1521",11217,2020-10-03,1706
"1522",11218,2020-10-03,2158
"1523",11219,2020-10-03,2338
"1524",11220,2020-10-03,1808
"1525",11221,2020-10-03,2192
"1526",11222,2020-10-03,1607
"1527",11223,2020-10-03,2156
"1528",11224,2020-10-03,1230
"1529",11225,2020-10-03,1551
"1530",11226,2020-10-03,2590
"1531",11228,2020-10-03,1063
"1532",11229,2020-10-03,1978
"1533",11230,2020-10-03,2805
"1534",11231,2020-10-03,1440
"1535",11232,2020-10-03,758
"1536",11233,2020-10-03,1532
"1537",11234,2020-10-03,2190
"1538",11235,2020-10-03,1932
"1539",11236,2020-10-03,2996
"1540",11237,2020-10-03,1181
"1541",11238,2020-10-03,2281
"1542",11239,2020-10-03,332
"1543",11354,2020-10-03,1671
"1544",11355,2020-10-03,1462
"1545",11356,2020-10-03,481
"1546",11357,2020-10-03,1005
"1547",11358,2020-10-03,746
"1548",11360,2020-10-03,470
"1549",11361,2020-10-03,717
"1550",11362,2020-10-03,444
"1551",11363,2020-10-03,169
"1552",11364,2020-10-03,667
"1553",11365,2020-10-03,902
"1554",11366,2020-10-03,307
"1555",11367,2020-10-03,920
"1556",11368,2020-10-03,2033
"1557",11369,2020-10-03,793
"1558",11370,2020-10-03,645
"1559",11372,2020-10-03,1840
"1560",11373,2020-10-03,2108
"1561",11374,2020-10-03,1141
"1562",11375,2020-10-03,1952
"1563",11377,2020-10-03,2244
"1564",11378,2020-10-03,868
"1565",11379,2020-10-03,1049
"1566",11385,2020-10-03,2064
"1567",11411,2020-10-03,490
"1568",11412,2020-10-03,953
"1569",11413,2020-10-03,932
"1570",11414,2020-10-03,668
"1571",11415,2020-10-03,713
"1572",11416,2020-10-03,506
"1573",11417,2020-10-03,675
"1574",11418,2020-10-03,902
"1575",11419,2020-10-03,873
"1576",11420,2020-10-03,862
"1577",11421,2020-10-03,722
"1578",11422,2020-10-03,794
"1579",11423,2020-10-03,781
"1580",11426,2020-10-03,446
"1581",11427,2020-10-03,642
"1582",11428,2020-10-03,476
"1583",11429,2020-10-03,764
"1584",11432,2020-10-03,1507
"1585",11433,2020-10-03,741
"1586",11434,2020-10-03,1699
"1587",11435,2020-10-03,1174
"1588",11436,2020-10-03,441
"1589",11691,2020-10-03,2524
"1590",11692,2020-10-03,647
"1591",11693,2020-10-03,331
"1592",11694,2020-10-03,638
"1593",11697,2020-10-03,111
