"","week_ending","modzcta","pop_est","casecount","caserate_100k","testcount","testrate_100k","testpos"
"303",2020-08-15,11239,13244,2.0342784,15.36,269.5114268,2034.97,0.754802282097525
"304",2020-08-15,11354,55200,5.11704,9.27,1510.04568,2735.59,0.338866569917276
"305",2020-08-15,11355,80853,13.3326597,16.49,1387.3162005,1715.85,0.961039717924061
"306",2020-08-15,11356,23362,5.1209504,21.92,482.3131624,2064.52,1.06174800922248
"307",2020-08-15,11357,39902,14.4285632,36.16,885.3415858,2218.79,1.62971709805795
"308",2020-08-15,11358,37190,2.064045,5.55,663.800591,1784.89,0.310943531534156
"309",2020-08-15,11360,19621,0,0,336.8827595,1716.95,0
"310",2020-08-15,11361,27246,5.1658416,18.96,660.211449,2423.15,0.782452592699585
"311",2020-08-15,11362,18721,3.1020697,16.57,333.0166364,1778.84,0.931505925209687
"312",2020-08-15,11363,6952,3.0964208,44.54,147.6006928,2123.14,2.0978362237064
"313",2020-08-15,11364,36806,4.1259526,11.21,605.385088,1644.8,0.681541828793774
"314",2020-08-15,11365,44983,8.2138958,18.26,766.9106687,1704.89,1.07103684108652
"315",2020-08-15,11366,14650,3.092615,21.11,259.836795,1773.63,1.19021441901637
"316",2020-08-15,11367,41824,7.1979104,17.21,753.6852096,1802.04,0.955028745199885
"317",2020-08-15,11368,112425,14.25549,12.68,1817.215215,1616.38,0.784468998626561
"318",2020-08-15,11369,34118,7.1033676,20.82,767.0204052,2248.14,0.92609890843097
"319",2020-08-15,11370,32514,10.2321558,31.47,635.3950908,1954.22,1.61036116711527
"320",2020-08-15,11372,61844,10.1918912,16.48,1355.4535012,2191.73,0.751917435085526
"321",2020-08-15,11373,93967,27.6826782,29.46,1795.1549647,1910.41,1.54207735512272
"322",2020-08-15,11374,42653,13.3973073,31.41,830.5178895,1947.15,1.6131268777444
"323",2020-08-15,11375,73488,21.6569136,29.47,1426.108128,1940.6,1.518602494074
"324",2020-08-15,11377,86421,12.3409188,14.28,1965.9826869,2274.89,0.627722659117584
"325",2020-08-15,11378,37279,7.2209423,19.37,769.3938252,2063.88,0.938523557571176
"326",2020-08-15,11379,37851,6.1999938,16.38,912.2734467,2410.17,0.679620109784787
"327",2020-08-15,11385,106717,14.4174667,13.51,1781.7897188,1669.64,0.809156464866678
"328",2020-08-15,11411,20930,1.959048,9.36,436.652125,2086.25,0.448651887357699
"329",2020-08-15,11412,37458,5.899635,15.75,854.4094884,2280.98,0.690492682969601
"330",2020-08-15,11413,42443,3.9302218,9.26,877.211924,2066.8,0.448035610605767
"331",2020-08-15,11414,29219,8.2426799,28.21,495.5980685,1696.15,1.66317837455414
"332",2020-08-15,11415,19372,4.1049268,21.19,482.4267276,2490.33,0.85089124734473
"333",2020-08-15,11416,27125,7.1962625,26.53,363.8656,1341.44,1.97772542938931
"334",2020-08-15,11417,31927,8.2275879,25.77,546.1496474,1710.62,1.50647133787749
"335",2020-08-15,11418,38517,6.1473132,15.96,606.6697119,1575.07,1.01328829829785
"336",2020-08-15,11419,49618,11.2533624,22.68,663.8938018,1338.01,1.69505459600451
"337",2020-08-15,11420,48489,10.1390499,20.91,755.1870816,1557.44,1.34258783644956
"338",2020-08-15,11421,41002,13.3092492,32.46,649.0780608,1583.04,2.05048514251061
"339",2020-08-15,11422,32082,1.9794594,6.17,710.2024422,2213.71,0.27871762787357
"340",2020-08-15,11423,31400,7.05872,22.48,710.92426,2264.09,0.992893392047136
"341",2020-08-15,11426,20801,2.0634592,9.92,374.4762428,1800.28,0.551025396049503
"342",2020-08-15,11427,24037,1.0191688,4.24,539.4167207,2244.11,0.188939044877479
"343",2020-08-15,11428,18929,3.0570335,16.15,395.2678064,2088.16,0.773408167956478
"344",2020-08-15,11429,31780,2.965074,9.33,661.91384,2082.8,0.447954676397158
"345",2020-08-15,11432,62053,26.558684,42.8,1089.7996072,1756.24,2.43702455245297
"346",2020-08-15,11433,36489,11.9902854,32.86,699.3700674,1916.66,1.71444074588086
"347",2020-08-15,11434,65989,10.8749872,16.48,1531.0305857,2320.13,0.710305026011474
"348",2020-08-15,11435,59296,14.2132512,23.97,995.7933056,1679.36,1.42732945884146
"349",2020-08-15,11436,20077,2.0036846,9.98,332.5714896,1656.48,0.602482372259248
"350",2020-08-15,11691,67094,15.0558936,22.44,1855.5717922,2765.63,0.811388363591659
"351",2020-08-15,11692,20991,5.9887323,28.53,607.8951618,2895.98,0.985158737284097
"352",2020-08-15,11693,12919,1.0193091,7.89,239.5776874,1854.46,0.425460781035989
"353",2020-08-15,11694,21354,4.110645,19.25,544.655124,2550.6,0.75472437857759
"354",2020-08-15,11697,3540,0,0,80.344902,2269.63,0
"355",2020-08-22,10001,23072,3.3431328,14.49,686.818832,2976.85,0.486756134840519
"356",2020-08-22,10002,74993,15.9285132,21.24,2132.6209368,2843.76,0.746898472444932
"357",2020-08-22,10003,54682,10.1325746,18.53,3479.8148386,6363.73,0.291181429758962
"358",2020-08-22,10004,3028,1.018922,33.65,91.692382,3028.15,1.11123953569011
"359",2020-08-22,10005,8831,3.0255006,34.26,206.7266452,2340.92,1.46352716026178
"360",2020-08-22,10006,3454,0,0,105.1991688,3045.72,0
"361",2020-08-22,10007,7023,0,0,185.8349007,2646.09,0
"362",2020-08-22,10009,57925,10.136875,17.5,1930.7966475,3333.27,0.525009975189529
"363",2020-08-22,10010,33730,7.079927,20.99,1235.813232,3663.84,0.572896196340452
"364",2020-08-22,10011,50472,13.1883336,26.13,1619.293176,3208.3,0.814450020259951
"365",2020-08-22,10012,23411,2.0227104,8.64,1119.3805773,4781.43,0.180699079564063
"366",2020-08-22,10013,28709,1.9924046,6.94,1038.0284421,3615.69,0.19194123390003
"367",2020-08-22,10014,30738,4.0543422,13.19,1141.932069,3715.05,0.355042327828697
"368",2020-08-22,10016,51057,11.0334177,21.61,1451.1165255,2842.15,0.76033988353887
"369",2020-08-22,10017,15801,2.0241081,12.81,383.5566342,2427.42,0.527720789974541
"370",2020-08-22,10018,9687,0.8214576,8.48,231.6888225,2391.75,0.35455210619839
"371",2020-08-22,10019,43703,4.0163057,9.19,1205.984285,2759.5,0.33303134625838
"372",2020-08-22,10021,46215,3.022461,6.54,1572.548562,3402.68,0.192201441216923
"373",2020-08-22,10022,31125,5.036025,16.18,815.9979,2621.68,0.617161514753898
"374",2020-08-22,10023,62435,7.0738855,11.33,1738.165426,2783.96,0.406974238135605
"375",2020-08-22,10024,59001,5.0504856,8.56,2176.7297931,3689.31,0.232021705955856
"376",2020-08-22,10025,92805,12.157455,13.1,3648.591453,3931.46,0.333209545563226
"377",2020-08-22,10026,39363,16.2884094,41.38,941.7125394,2392.38,1.72965833187036
"378",2020-08-22,10027,64548,13.2387948,20.51,1835.8032132,2844.09,0.72114454887152
"379",2020-08-22,10028,47793,9.08067,19,1227.8595216,2569.12,0.739552842996824
"380",2020-08-22,10029,79597,23.401518,29.4,2269.1194372,2850.76,1.03130393298629
"381",2020-08-22,10030,29882,4.0848694,13.67,614.5890704,2056.72,0.664650511494029
"382",2020-08-22,10031,60254,15.3105414,25.41,1269.9313802,2107.63,1.20561958218473
"383",2020-08-22,10032,64264,14.266608,22.2,1461.588284,2274.35,0.976103062413437
"384",2020-08-22,10033,59607,18.3351132,30.76,1205.0210727,2021.61,1.52155954907227
"385",2020-08-22,10034,42910,15.237341,35.51,881.727553,2054.83,1.728123494401
"386",2020-08-22,10035,35743,10.1438634,28.38,950.3742013,2658.91,1.06735466789023
"387",2020-08-22,10036,27428,6.0396456,22.02,794.38345,2896.25,0.760293482952093
"388",2020-08-22,10037,21139,8.1321733,38.47,585.5735529,2770.11,1.38875351520337
"389",2020-08-22,10038,22800,5.98272,26.24,515.53992,2261.14,1.16047657376368
"390",2020-08-22,10039,27726,9.1800786,33.11,626.316477,2258.95,1.46572522632196
"391",2020-08-22,10040,44571,12.1634259,27.29,1102.9628802,2474.62,1.10279558073563
"392",2020-08-22,10044,11682,2.0022948,17.14,563.4894474,4823.57,0.355338473371383
"393",2020-08-22,10065,28109,8.0588503,28.67,977.2965229,3476.81,0.824606463971284
"394",2020-08-22,10069,5085,0.8090235,15.91,155.351835,3055.1,0.520768550947596
"395",2020-08-22,10075,23140,1.004276,4.34,818.378496,3536.64,0.122715345638798
"396",2020-08-22,10128,59256,4.0471848,6.83,1731.371436,2921.85,0.233756010746616
"397",2020-08-22,10280,9384,0,0,186.7519224,1990.11,0
"398",2020-08-22,10282,5593,1.0039435,17.95,118.4457575,2117.75,0.847597686223586
"399",2020-08-22,10301,38733,4.9771905,12.85,1183.7463261,3056.17,0.420460903680096
"400",2020-08-22,10302,18204,0.9848364,5.41,379.1474508,2082.77,0.25975023646394
"401",2020-08-22,10303,25947,0.9782019,3.77,680.174658,2621.4,0.143816281376364
"402",2020-08-22,10304,41064,13.7235888,33.42,1151.9191152,2805.18,1.19136739888349
"403",2020-08-22,10305,42298,6.9072634,16.33,817.2142792,1932.04,0.845220595846877
"404",2020-08-22,10306,53142,10.0650948,18.94,1165.350918,2192.9,0.863696474987459
"405",2020-08-22,10307,15232,2.0426112,13.41,255.3614336,1676.48,0.799890246230197
"406",2020-08-22,10308,30186,12.1468464,40.24,550.6620678,1824.23,2.20586219939372
"407",2020-08-22,10309,33531,5.0900058,15.18,633.1692261,1888.31,0.803893428515445
"408",2020-08-22,10310,23262,2.977536,12.8,552.7330344,2376.12,0.5386933319866
"409",2020-08-22,10312,61741,9.1006234,14.74,1189.255142,1926.2,0.76523725469837
"410",2020-08-22,10314,90761,23.5434034,25.94,2819.2454103,3106.23,0.835095920134697
"411",2020-08-22,10451,47798,23.2107088,48.56,1044.4149788,2185.06,2.22236460326032
"412",2020-08-22,10452,76078,29.3356768,38.56,1616.391227,2124.65,1.81488715788483
"413",2020-08-22,10453,79606,33.3867564,41.94,1528.83323,1920.5,2.18380630044259
"414",2020-08-22,10454,38203,8.0799345,21.15,715.9968057,1874.19,1.12848750660285
"415",2020-08-22,10455,42283,11.1035158,26.26,839.7319234,1985.98,1.32226910643612
"416",2020-08-22,10456,94218,22.2448698,23.61,2034.1289328,2158.96,1.09358209508282
"417",2020-08-22,10457,74554,24.267327,32.55,1426.9337384,1913.96,1.70066250078372
"418",2020-08-22,10458,83960,27.396148,32.63,1654.028792,1970.02,1.65632836214861
"419",2020-08-22,10459,48351,17.1694401,35.51,1134.217758,2345.8,1.51376928979453
"420",2020-08-22,10460,59505,18.1906785,30.57,1206.785202,2028.04,1.50736671860516
"421",2020-08-22,10461,50348,8.2016892,16.29,1144.4150748,2273.01,0.716670846146739
"422",2020-08-22,10462,76756,28.5378808,37.18,1636.706566,2132.35,1.74361619809131
"423",2020-08-22,10463,71360,15.292448,21.43,2359.504128,3306.48,0.648121264910116
"424",2020-08-22,10464,4434,0,0,96.2248944,2170.16,0
"425",2020-08-22,10465,44205,7.1744715,16.23,1178.876622,2666.84,0.608585441946274
"426",2020-08-22,10466,72479,15.2423337,21.03,1854.9115596,2559.24,0.821728325596662
"427",2020-08-22,10467,103732,14.2320304,13.72,2779.8412556,2679.83,0.511972774392406
"428",2020-08-22,10468,78647,19.2055974,24.42,1759.6951662,2237.46,1.09141615939503
"429",2020-08-22,10469,73870,15.261542,20.66,2713.02349,3672.7,0.56252892967027
"430",2020-08-22,10470,15432,5.146572,33.35,297.4857504,1927.72,1.7300230323906
"431",2020-08-22,10471,21896,3.0917152,14.12,684.4733392,3126.02,0.451692567545953
"432",2020-08-22,10472,68796,18.2171808,26.48,1270.077354,1846.15,1.434336321534
"433",2020-08-22,10473,59609,12.100627,20.3,1319.027952,2212.8,0.917389732465654
"434",2020-08-22,10474,12127,2.025209,16.7,199.4903627,1645.01,1.01519139701278
"435",2020-08-22,10475,43208,6.0664032,14.04,1355.7719824,3137.78,0.447450108038167
"436",2020-08-22,11004,19216,0,0,1023.1905088,5324.68,0
"437",2020-08-22,11101,30043,8.1566745,27.15,964.0378098,3208.86,0.846094874815355
"438",2020-08-22,11102,30800,9.22768,29.96,742.19992,2409.74,1.24328765758962
"439",2020-08-22,11103,36140,13.447694,37.21,849.261088,2349.92,1.5834581602778
"440",2020-08-22,11104,26119,3.0794301,11.79,575.0123969,2201.51,0.535541514687646
"441",2020-08-22,11105,37382,8.2651602,22.11,725.1248214,1939.77,1.13982585564268
"442",2020-08-22,11106,38363,5.1252968,13.36,833.2942319,2172.13,0.615064475883119
"443",2020-08-22,11109,5981,2.0760051,34.71,176.4383038,2949.98,1.17661814656371
"444",2020-08-22,11201,62823,10.0830915,16.05,2649.308733,4217.1,0.380593298712385
"445",2020-08-22,11203,75451,8.2317041,10.91,1617.8127969,2144.19,0.508816849253098
"446",2020-08-22,11204,76978,27.9584096,36.32,976.6121882,1268.69,2.86279548195383
"447",2020-08-22,11205,46064,6.0988736,13.24,1155.3496096,2508.14,0.527881218751744
"448",2020-08-22,11206,88349,13.2435151,14.99,1695.4526496,1919.04,0.781119726529932
"449",2020-08-22,11207,91972,6.1989128,6.74,1781.9666972,1937.51,0.347869172288143
"450",2020-08-22,11208,98660,24.773526,25.11,1667.30467,1689.95,1.4858427764135
"451",2020-08-22,11209,67809,17.0743062,25.18,1411.1324136,2081.04,1.20997193710837
"452",2020-08-22,11210,67040,18.36896,27.4,1277.789104,1906.01,1.43755804009423
"453",2020-08-22,11211,102624,17.1587328,16.72,2247.9581952,2190.48,0.763303020342573
"454",2020-08-22,11212,76527,9.3133359,12.17,1902.6448848,2486.24,0.489494175944398
"455",2020-08-22,11213,66295,10.262466,15.48,1387.448278,2092.84,0.739664761759141
"456",2020-08-22,11214,92946,13.0217346,14.01,1517.1482634,1632.29,0.858303365210839
"457",2020-08-22,11215,70156,8.0609244,11.49,1863.1188608,2655.68,0.432657549102302
"458",2020-08-22,11216,56308,3.0800476,5.47,1636.0796172,2905.59,0.188257806504015
"459",2020-08-22,11217,41407,7.0930191,17.13,1300.8464527,3141.61,0.545261824351208
"460",2020-08-22,11218,74508,14.0969136,18.92,1471.1083044,1974.43,0.95825124213064
"461",2020-08-22,11219,90036,33.9795864,37.74,1318.3161156,1464.21,2.57749912922327
"462",2020-08-22,11220,95643,28.310328,29.6,1988.8770564,2079.48,1.42343278127224
"463",2020-08-22,11221,83835,12.3488955,14.73,1942.473717,2317.02,0.63573037781288
"464",2020-08-22,11222,36492,4.0396644,11.07,986.9699304,2704.62,0.409299642833374
"465",2020-08-22,11223,81789,12.0475197,14.73,1113.0501432,1360.88,1.0823878666745
"466",2020-08-22,11224,46707,8.0756403,17.29,1111.3790529,2379.47,0.72663240133307
"467",2020-08-22,11225,58882,7.1659394,12.17,1348.3330298,2289.89,0.531466576997148
"468",2020-08-22,11226,100277,17.5083642,17.46,2497.7797376,2490.88,0.700957091469681
"469",2020-08-22,11228,44994,9.0032994,20.01,661.1598336,1469.44,1.36174324912892
"470",2020-08-22,11229,83615,16.0122725,19.15,1233.2292735,1474.89,1.29840191471906
"471",2020-08-22,11230,89075,28.058625,31.5,1511.1484675,1696.49,1.85677487046785
"472",2020-08-22,11231,37845,1.014246,2.68,920.3904,2432,0.110197368421053
"473",2020-08-22,11232,27602,5.0953292,18.46,756.142989,2739.45,0.673857891182537
"474",2020-08-22,11233,76819,7.2363498,9.42,1359.1508851,1769.29,0.532416958214877
"475",2020-08-22,11234,95666,19.324532,20.2,1737.2371604,1815.94,1.11237155412624
"476",2020-08-22,11235,78128,16.9850272,21.74,1308.8315072,1675.24,1.29772450514553
"477",2020-08-22,11236,100331,13.4343209,13.39,2491.820716,2483.6,0.539136736994685
"478",2020-08-22,11237,49310,11.301852,22.92,1133.089559,2297.89,0.997436778958088
"479",2020-08-22,11238,54540,8.148276,14.94,1740.638646,3191.49,0.468119906376019
"480",2020-08-22,11239,13244,2.0342784,15.36,274.5971228,2073.37,0.740822911491919
"481",2020-08-22,11354,55200,5.11704,9.27,1740.39528,3152.89,0.294015966303931
"482",2020-08-22,11355,80853,15.3782406,19.02,1603.6707432,1983.44,0.9589400233937
"483",2020-08-22,11356,23362,7.1674616,30.68,431.1130032,1845.36,1.66254822907183
"484",2020-08-22,11357,39902,12.36962,31,951.303582,2384.1,1.30028102848035
"485",2020-08-22,11358,37190,4.12809,11.1,642.12254,1726.6,0.642881964554616
"486",2020-08-22,11360,19621,3.0903075,15.75,391.4840783,1995.23,0.789382677686282
"487",2020-08-22,11361,27246,4.1332182,15.17,614.751498,2256.3,0.672339671143022
"488",2020-08-22,11362,18721,2.0686705,11.05,356.803539,1905.9,0.579778582297078
"489",2020-08-22,11363,6952,1.032372,14.85,141.4078512,2034.06,0.730066959676706
"490",2020-08-22,11364,36806,5.1565206,14.01,650.7632054,1768.09,0.792380478369314
"491",2020-08-22,11365,44983,6.1581727,13.69,824.403441,1832.7,0.746985322202215
"492",2020-08-22,11366,14650,5.155335,35.19,278.39688,1900.32,1.85179338216721
"493",2020-08-22,11367,41824,11.3092096,27.04,852.394032,2038.05,1.32675842103972
"494",2020-08-22,11368,112425,29.54529,26.28,2022.9866925,1799.41,1.46047871246686
"495",2020-08-22,11369,34118,5.0733466,14.87,775.1370774,2271.93,0.65450960196837
"496",2020-08-22,11370,32514,11.2563468,34.62,658.928724,2026.6,1.70827987762755
"497",2020-08-22,11372,61844,23.438876,37.9,1550.1074912,2506.48,1.51208068685966
"498",2020-08-22,11373,93967,19.4793591,20.73,1856.6657629,1975.87,1.04915809238462
"499",2020-08-22,11374,42653,7.2126223,16.91,858.3404414,2012.38,0.840298551963347
"500",2020-08-22,11375,73488,24.7507584,33.68,1559.1287568,2121.61,1.58747366386848
"501",2020-08-22,11377,86421,12.3409188,14.28,1931.0167503,2234.43,0.639089163679328
"502",2020-08-22,11378,37279,5.1556857,13.83,750.8288832,2014.08,0.686665872259295
"503",2020-08-22,11379,37851,7.2333261,19.11,959.7953772,2535.72,0.753632104491032
"504",2020-08-22,11385,106717,17.5122597,16.41,1800.3264617,1687.01,0.972726895513364
"505",2020-08-22,11411,20930,0.979524,4.68,430.777074,2058.18,0.22738535988106
"506",2020-08-22,11412,37458,2.9479446,7.87,855.3946338,2283.61,0.344629774786413
"507",2020-08-22,11413,42443,4.9106551,11.57,931.2376187,2194.09,0.527325679438856
"508",2020-08-22,11414,29219,6.1827404,21.16,506.9321186,1734.94,1.21963871949462
"509",2020-08-22,11415,19372,4.1049268,21.19,515.2719536,2659.88,0.796652480563033
"510",2020-08-22,11416,27125,9.249625,34.1,389.5611125,1436.17,2.374370722129
"511",2020-08-22,11417,31927,6.1714891,19.33,495.7528779,1552.77,1.24487206733773
"512",2020-08-22,11418,38517,5.122761,13.3,630.2382642,1636.26,0.812829256964052
"513",2020-08-22,11419,49618,9.204139,18.55,650.5961778,1311.21,1.41472380472998
"514",2020-08-22,11420,48489,19.2598308,39.72,767.3481228,1582.52,2.50992088567601
"515",2020-08-22,11421,41002,9.2131494,22.47,692.0768582,1687.91,1.33123211545639
"516",2020-08-22,11422,32082,8.9155878,27.79,766.663554,2389.7,1.1629074779261
"517",2020-08-22,11423,31400,8.06666,25.69,710.92426,2264.09,1.13467220826027
"518",2020-08-22,11426,20801,3.0951888,14.88,332.1794894,1596.94,0.931782033138377
"519",2020-08-22,11427,24037,5.0982477,21.21,512.9039097,2133.81,0.99399665387265
"520",2020-08-22,11428,18929,4.0754137,21.53,377.9496643,1996.67,1.07829536177736
"521",2020-08-22,11429,31780,1.976716,6.22,677.718034,2132.53,0.291672332862844
"522",2020-08-22,11432,62053,20.4278476,32.92,1190.9149707,1919.19,1.71530697846487
"523",2020-08-22,11433,36489,5.9951427,16.43,700.369866,1919.4,0.855996665624674
"524",2020-08-22,11434,65989,8.8953172,13.48,1691.1528942,2562.78,0.525991306315798
"525",2020-08-22,11435,59296,12.1793984,20.54,1035.3852448,1746.13,1.17631562369354
"526",2020-08-22,11436,20077,2.0036846,9.98,358.615374,1786.2,0.558728025976934
"527",2020-08-22,11691,67094,26.0928566,38.89,2160.6549196,3220.34,1.20763646074638
"528",2020-08-22,11692,20991,3.9924882,19.02,717.6969837,3419.07,0.556291623160684
"529",2020-08-22,11693,12919,0,0,213.0717751,1649.29,0
"530",2020-08-22,11694,21354,7.1941626,33.69,428.532072,2006.8,1.67879210683676
"531",2020-08-22,11697,3540,1.043592,29.48,99.12708,2800.2,1.05278194414685
"532",2020-08-29,10001,23072,1.6704128,7.24,645.877568,2799.4,0.258626848610417
"533",2020-08-29,10002,74993,7.9642566,10.62,1825.9745598,2434.86,0.436164707621793
"534",2020-08-29,10003,54682,11.1441916,20.38,3257.95356,5958,0.342061094326955
"535",2020-08-29,10004,3028,0,0,97.8050056,3230.02,0
"536",2020-08-29,10005,8831,2.0170004,22.84,245.0470035,2774.85,0.823107555363353
"537",2020-08-29,10006,3454,2.0426956,59.14,90.8999542,2631.73,2.24719101123596
"538",2020-08-29,10007,7023,1.004289,14.3,256.1505813,3647.31,0.392069771968931
"539",2020-08-29,10009,57925,7.0958125,12.25,1829.4394825,3158.29,0.387868118507167
"540",2020-08-29,10010,33730,9.100354,26.98,1247.949286,3699.82,0.729224664983702
"541",2020-08-29,10011,50472,7.1014104,14.07,1806.9934968,3580.19,0.392995902452105
"542",2020-08-29,10012,23411,4.0454208,17.28,1016.2410757,4340.87,0.39807688320544
"543",2020-08-29,10013,28709,1.9924046,6.94,1152.5888357,4014.73,0.172863430417488
"544",2020-08-29,10014,30738,4.0543422,13.19,1120.6552254,3645.83,0.361783187916058
"545",2020-08-29,10016,51057,15.0413922,29.46,1537.3620099,3011.07,0.978389741852564
"546",2020-08-29,10017,15801,2.0241081,12.81,443.2670331,2805.31,0.456634026186054
"547",2020-08-29,10018,9687,0,0,210.3270501,2171.23,0
"548",2020-08-29,10019,43703,8.0326114,18.38,1334.514808,3053.6,0.601912496725177
"549",2020-08-29,10021,46215,7.052409,15.26,1572.548562,3402.68,0.448470029506154
"550",2020-08-29,10022,31125,5.036025,16.18,862.3399125,2770.57,0.583995351137131
"551",2020-08-29,10023,62435,1.011447,1.62,1818.0010605,2911.83,0.0556351160610338
"552",2020-08-29,10024,59001,3.0326514,5.14,2297.9355474,3894.74,0.131972865967947
"553",2020-08-29,10025,92805,16.203753,17.46,4222.924476,4550.32,0.383709277589268
"554",2020-08-29,10026,39363,5.0896359,12.93,1109.6941419,2819.13,0.458652137361526
"555",2020-08-29,10027,64548,9.165816,14.2,2229.8493888,3454.56,0.411050900838312
"556",2020-08-29,10028,47793,5.0469408,10.56,1335.81435,2795,0.377817531305903
"557",2020-08-29,10029,79597,18.3152697,23.01,1904.835807,2393.1,0.96151435376708
"558",2020-08-29,10030,29882,7.1477744,23.92,648.2810254,2169.47,1.10257343959585
"559",2020-08-29,10031,60254,19.3957626,32.19,1323.0151542,2195.73,1.4660272437868
"560",2020-08-29,10032,64264,20.3845408,31.72,1600.1993056,2490.04,1.27387511847199
"561",2020-08-29,10033,59607,12.2253957,20.51,1264.0975704,2120.72,0.967124372854502
"562",2020-08-29,10034,42910,12.190731,28.41,909.155625,2118.75,1.34088495575221
"563",2020-08-29,10035,35743,5.0719317,14.19,981.8173184,2746.88,0.516586090400745
"564",2020-08-29,10036,27428,4.0264304,14.68,853.7842696,3112.82,0.471598100757512
"565",2020-08-29,10037,21139,5.0839295,24.05,482.8950882,2284.38,1.05280207321024
"566",2020-08-29,10038,22800,12.96408,56.86,503.57448,2208.66,2.57441163420354
"567",2020-08-29,10039,27726,3.0609504,11.04,472.2874566,1703.41,0.648111728826295
"568",2020-08-29,10040,44571,20.2753479,45.49,1012.7378049,2272.19,2.00203328066755
"569",2020-08-29,10044,11682,1.0011474,8.57,663.5773188,5680.34,0.150871250664573
"570",2020-08-29,10065,28109,4.0308306,14.34,1070.9978744,3810.16,0.376362147521364
"571",2020-08-29,10069,5085,1.618047,31.82,254.874438,5012.28,0.634840830919262
"572",2020-08-29,10075,23140,3.012828,13.02,934.858314,4040.01,0.322276430008837
"573",2020-08-29,10128,59256,6.07374,10.25,1786.0113936,3014.06,0.340072858536326
"574",2020-08-29,10280,9384,0,0,196.7928024,2097.11,0
"575",2020-08-29,10282,5593,1.0039435,17.95,127.4801304,2279.28,0.787529395247622
"576",2020-08-29,10301,38733,10.9498191,28.27,1046.3526285,2701.45,1.04647504118159
"577",2020-08-29,10302,18204,3.9393456,21.64,394.9048332,2169.33,0.997543020195175
"578",2020-08-29,10303,25947,6.850008,26.4,587.2013676,2263.08,1.16655177899146
"579",2020-08-29,10304,41064,7.843224,19.1,1088.196,2650,0.720754716981132
"580",2020-08-29,10305,42298,8.88258,21,834.9794392,1974.04,1.06380823083625
"581",2020-08-29,10306,53142,10.0650948,18.94,1414.9270068,2662.54,0.711350815386811
"582",2020-08-29,10307,15232,1.0220672,6.71,256.3835008,1683.19,0.398647805654739
"583",2020-08-29,10308,30186,3.0367116,10.06,537.5039904,1780.64,0.564965405696828
"584",2020-08-29,10309,33531,2.0353317,6.07,598.5585279,1785.09,0.340038877591606
"585",2020-08-29,10310,23262,9.9235692,42.66,568.6116756,2444.38,1.74522782873367
"586",2020-08-29,10312,61741,11.1257282,18.02,1183.1921758,1916.38,0.940314551393774
"587",2020-08-29,10314,90761,18.6423094,20.54,2783.9303052,3067.32,0.669639946272316
"588",2020-08-29,10451,47798,9.08162,19,1082.7585344,2265.28,0.838748410792485
"589",2020-08-29,10452,76078,27.312002,35.9,1646.7387412,2164.54,1.65855100852837
"590",2020-08-29,10453,79606,33.3867564,41.94,1508.5973848,1895.08,2.21309918314794
"591",2020-08-29,10454,38203,9.0884937,23.79,674.5923943,1765.81,1.34725706616227
"592",2020-08-29,10455,42283,16.1478777,38.19,814.497429,1926.3,1.98255723407569
"593",2020-08-29,10456,94218,27.2949546,28.97,1964.3699256,2084.92,1.38950175546304
"594",2020-08-29,10457,74554,16.178218,21.7,1442.1054774,1934.31,1.12184706691275
"595",2020-08-29,10458,83960,24.356796,29.01,1539.356224,1833.44,1.58227157692643
"596",2020-08-29,10459,48351,17.1694401,35.51,1147.3450545,2372.95,1.49644956699467
"597",2020-08-29,10460,59505,15.161874,25.48,1103.6927895,1854.79,1.37374042344416
"598",2020-08-29,10461,50348,19.484676,38.7,1110.576184,2205.8,1.75446550004534
"599",2020-08-29,10462,76756,26.4961712,34.52,1579.63848,2058,1.67735665694849
"600",2020-08-29,10463,71360,22.435584,31.44,1890.454848,2649.18,1.18678232509682
"601",2020-08-29,10464,4434,0,0,88.9823988,2006.82,0
"602",2020-08-29,10465,44205,11.2766955,25.51,1104.0419775,2497.55,1.02140097295349
"603",2020-08-29,10466,72479,10.1615558,14.02,1670.9453618,2305.42,0.608132140781289
"604",2020-08-29,10467,103732,23.3811928,22.54,2768.6693192,2669.06,0.844492068368639
"605",2020-08-29,10468,78647,35.3754206,44.98,1640.4269907,2085.81,2.15647638087841
"606",2020-08-29,10469,73870,14.242136,19.28,2950.042772,3993.56,0.482777271406965
"607",2020-08-29,10470,15432,4.1172576,26.68,331.4546688,2147.84,1.24217818831943
"608",2020-08-29,10471,21896,7.2169216,32.96,785.4949144,3587.39,0.918773816061259
"609",2020-08-29,10472,68796,20.2397832,29.42,1302.4665108,1893.23,1.55395805052741
"610",2020-08-29,10473,59609,17.1435484,28.76,1232.3028179,2067.31,1.3911798424039
"611",2020-08-29,10474,12127,2.025209,16.7,197.4651537,1628.31,1.02560323279965
"612",2020-08-29,10475,43208,5.055336,11.7,1258.713852,2913.15,0.4016271046805
"613",2020-08-29,11004,19216,0,0,994.7969472,5176.92,0
"614",2020-08-29,11101,30043,12.2335096,40.72,955.0639657,3178.99,1.28090997455167
"615",2020-08-29,11102,30800,5.12512,16.64,1048.71536,3404.92,0.488704580430671
"616",2020-08-29,11103,36140,6.205238,17.17,879.257288,2432.92,0.705736316853822
